"site","y","t","w","QC_flag"
"Tumbarumba",0.159450730089789,2019-04-15 12:06:00,1,"good"
"Tumbarumba",0.158936313456529,2019-04-20 12:06:00,1,"good"
"Tumbarumba",0.158256121168456,2019-04-28 12:16:00,1,"good"
"Tumbarumba",0.157815641714245,2019-05-05 12:06:00,1,"good"
"Tumbarumba",0.157777925844647,2019-05-18 12:16:00,1,"good"
"Tumbarumba",0.158416803832258,2019-05-23 12:16:00,1,"good"
"Tumbarumba",0.159718712524928,2019-06-02 12:16:00,1,"good"
"Tumbarumba",0.161089818266437,2019-06-07 12:16:00,1,"good"
"Tumbarumba",0.162382245722859,2019-06-17 12:16:00,1,"good"
"Tumbarumba",0.163240127121496,2019-06-19 12:06:00,1,"good"
"Tumbarumba",0.163181316863573,2019-06-22 12:16:00,1,"good"
"Tumbarumba",0.162204180216677,2019-06-24 12:06:00,1,"good"
"Tumbarumba",0.160380187248953,2019-06-27 12:16:00,1,"good"
"Tumbarumba",0.158259533805989,2019-07-02 12:16:00,1,"good"
"Tumbarumba",0.156187662792456,2019-07-04 12:06:00,1,"good"
"Tumbarumba",0.154346245798552,2019-07-22 12:16:00,1,"good"
"Tumbarumba",0.153586240182365,2019-08-01 12:16:00,1,"good"
"Tumbarumba",0.154215475546893,2019-08-06 12:16:00,1,"good"
"Tumbarumba",0.15580049940239,2019-08-23 12:06:00,1,"good"
"Tumbarumba",0.157487845095507,2019-08-31 12:16:00,1,"good"
"Tumbarumba",0.158790456411975,2019-09-02 12:06:00,1,"good"
"Tumbarumba",0.158854019663727,2019-09-12 12:06:00,1,"good"
"Tumbarumba",0.15745723390264,2019-09-20 12:16:00,1,"good"
"Tumbarumba",0.155016159854025,2019-09-22 12:06:00,1,"good"
"Tumbarumba",0.151595554180755,2019-09-25 12:16:00,1,"good"
"Tumbarumba",0.14832523892717,2019-09-30 12:16:00,1,"good"
"Tumbarumba",0.145649797731877,2019-10-05 12:16:00,1,"good"
"Tumbarumba",0.144173688462745,2019-10-07 12:06:00,1,"good"
"Tumbarumba",0.14378658644433,2019-10-10 12:16:00,1,"good"
"Tumbarumba",0.144018476735127,2019-10-15 12:16:00,1,"good"
"Tumbarumba",0.144623767456089,2019-10-20 12:16:00,1,"good"
"Tumbarumba",0.144990274851261,2019-10-22 12:06:00,1,"good"
"Tumbarumba",0.144386449122328,2019-10-27 12:06:00,1,"good"
"Tumbarumba",0.142496074574797,2019-11-01 12:06:00,1,"good"
"Tumbarumba",0.139777378528179,2019-11-11 12:06:00,1,"good"
"Tumbarumba",0.13675698671725,2019-11-14 12:16:00,1,"good"
"Tumbarumba",0.134289195278129,2019-11-16 12:06:00,1,"good"
"Tumbarumba",0.132887900392674,2019-11-19 12:16:00,1,"good"
"Tumbarumba",0.133080104373034,2019-11-24 12:16:00,1,"good"
"Tumbarumba",0.134886305952943,2019-11-29 12:16:00,1,"good"
"Tumbarumba",0.137615621400692,2019-12-04 12:16:00,1,"good"
"Tumbarumba",0.139814090221449,2019-12-06 12:06:00,1,"good"
"Tumbarumba",0.140322649777822,2019-12-09 12:16:00,1,"good"
"Tumbarumba",0.137865808003781,2019-12-11 12:06:00,1,"good"
"Tumbarumba",0.131717888547739,2019-12-14 12:16:00,1,"good"
"Tumbarumba",0.122433096192552,2019-12-21 12:06:00,1,"good"
"Tumbarumba",0.111159871619398,2019-12-24 12:16:00,1,"good"
"Tumbarumba",0.0996429765442759,2019-12-26 12:06:00,1,"good"
"Tumbarumba",0.0895742819310881,2020-05-14 12:06:00,1,"good"
"Tumbarumba",0.0840638739084044,2020-05-17 12:16:00,1,"good"
"Tumbarumba",0.0840321374045631,2020-11-20 12:06:00,1,"good"
"Tumbarumba",0.0883560507740216,2020-12-20 12:06:00,1,"good"
"Tumbarumba",0.0951678238604311,2020-12-28 12:16:00,1,"good"
"Tumbarumba",0.102843679175796,2021-01-07 12:16:00,1,"good"
"Tumbarumba",0.109778127786667,2021-01-09 12:06:00,1,"good"
"Tumbarumba",0.114518703023692,2021-01-14 12:06:00,1,"good"
"Tumbarumba",0.116559545824922,2021-01-17 12:16:00,1,"good"
"Tumbarumba",0.116138292311486,2021-01-19 12:06:00,1,"good"
"Tumbarumba",0.11398279188336,2021-01-22 12:16:00,1,"good"
"Tumbarumba",0.111663667466454,2021-01-24 12:06:00,1,"good"
"Tumbarumba",0.110155530633265,2021-02-11 12:16:00,1,"good"
"Tumbarumba",0.110108002831822,2021-02-13 12:06:00,1,"good"
"Tumbarumba",0.111589161961433,2021-02-18 12:06:00,1,"good"
"Tumbarumba",0.114267129505831,2021-02-21 12:16:00,1,"good"
"Tumbarumba",0.117357462416188,2021-02-26 12:16:00,1,"good"
"Tumbarumba",0.119768916438472,2021-02-28 12:06:00,1,"good"
"Tumbarumba",0.120525633452069,2021-03-05 12:06:00,1,"good"
"Tumbarumba",0.11910772984314,2021-03-08 12:16:00,1,"good"
"Tumbarumba",0.115798092604107,2021-03-10 12:06:00,1,"good"
"Tumbarumba",0.110837489365676,2021-03-15 12:06:00,1,"good"
"Tumbarumba",0.105138061365098,2021-04-02 12:16:00,1,"good"
"Tumbarumba",0.0998872327212548,2021-04-04 12:06:00,1,"good"
"Tumbarumba",0.095850116257777,2021-04-12 12:16:00,1,"good"
"Tumbarumba",0.0935592406952721,2021-04-17 12:16:00,1,"good"
"Tumbarumba",0.0929944702033883,2021-04-19 12:06:00,1,"good"
"Tumbarumba",0.0935751144637244,2021-04-24 12:06:00,1,"good"
"Tumbarumba",0.0944417238789598,2021-04-27 12:16:00,1,"good"
"Tumbarumba",0.0947765980044754,2021-04-29 12:06:00,1,"good"
"Tumbarumba",0.0938399444674386,2021-05-07 12:16:00,1,"good"
"Tumbarumba",0.0911459058425479,2021-05-09 12:06:00,1,"good"
"Tumbarumba",0.0865693581865459,2021-05-19 12:06:00,1,"good"
"Tumbarumba",0.0807593171064807,2021-05-22 12:16:00,1,"good"
"Tumbarumba",0.0746110074664414,2021-05-29 12:06:00,1,"good"
"Tumbarumba",0.0690230131164154,2021-06-21 12:16:00,1,"good"
"Tumbarumba",0.0647399211135995,2021-06-28 12:06:00,1,"good"
"Tumbarumba",0.0624167696728893,2021-07-11 12:16:00,1,"good"
"Tumbarumba",0.0626979040469706,2021-07-21 12:16:00,1,"good"
"Tumbarumba",0.0663014944185972,2021-08-20 12:16:00,1,"good"
"Tumbarumba",0.0726467433759695,2021-08-22 12:06:00,1,"good"
"Tumbarumba",0.0800921016634227,2021-08-25 12:16:00,1,"good"
"Tumbarumba",0.0877855699844573,2021-09-06 12:06:00,1,"good"
"Tumbarumba",0.0946306027210491,2021-09-11 12:06:00,1,"good"
"Tumbarumba",0.0999604993497145,2021-09-21 12:06:00,1,"good"
"Tumbarumba",0.103655062120693,2021-09-26 12:06:00,1,"good"
"Tumbarumba",0.105650523978461,2021-10-04 12:16:00,1,"good"
"Tumbarumba",0.106537463509169,2021-10-06 12:06:00,1,"good"
"Tumbarumba",0.107066783773362,2021-10-09 12:16:00,1,"good"
"Tumbarumba",0.10801975842913,2021-10-19 12:16:00,1,"good"
"Tumbarumba",0.109918320907677,2021-10-24 12:16:00,1,"good"
"Tumbarumba",0.113087435235606,2021-10-26 12:06:00,1,"good"
"Tumbarumba",0.117483779473658,2021-10-31 12:06:00,1,"good"
"Tumbarumba",0.122776000977522,2021-11-28 12:16:00,1,"good"
"Tumbarumba",0.128438700282717,2021-12-03 12:16:00,1,"good"
"Tumbarumba",0.133786734113231,2021-12-20 12:06:00,1,"good"
"Tumbarumba",0.138106559793206,2021-12-23 12:16:00,1,"good"
"Tumbarumba",0.141181503756762,2021-12-25 12:06:00,1,"good"
"Tumbarumba",0.142920386465108,2021-12-28 12:16:00,1,"good"
"Tumbarumba",0.143621822080109,2022-01-02 12:16:00,1,"good"
"Tumbarumba",0.143702914026136,2022-01-04 12:06:00,1,"good"
"Tumbarumba",0.143440382447972,2022-01-12 12:16:00,1,"good"
"Tumbarumba",0.143111000050812,2022-01-22 12:16:00,1,"good"
"Tumbarumba",0.142987923071577,2022-01-27 12:16:00,1,"good"
